가수,앨범,제목,발매일,작사가,가사,
레드벨벳,Rookie - The 4th Mini Album,Happily Ever After,2017.02.01.,송캐럿,옛날 옛날에 소녀가 살았죠 알려진 것과 달리 주근깨 가득 반항기 넘친 눈빛 내 친구들과 비교 말아줘 유리 구두 아니 운동화에 Ah ah ah ah ah 물레 바늘 찔린 손에는 밴드 Hey hey hey 보석 같은 건 나랑 안 어울려 Oh yeah 이런 나도 구해줄 사랑할 분 없나요 그 순간 등장한 너는 멀리서도 확 튀는 태가 다른 존재감 한 발짝 따라가 나는 이름이 뭐죠 Baby what what what 신기하지 우리 서로 계속 안 기분 Oh oh oh oh oh oh oh oh 나를 간지럽히는 예감은 La la la la la la la la 두근두근 땡 하고 열두 시가 돼도 난 곁에 네 곁에 Happily ever after 훔쳐볼게 네 입술 너보다 빠르게 또 빙그레 Happily ever after 왕자가 아니라도 좋아 Just be mine La la la la la 내가 대신 완성해줄 거야 Okay Happily ever happily ever Hap hap hap hap hap hap Tell me what you're saying Hap hap hap hap Happily ever after 어느새 매일 내 꿈엔 하얗게 깃털 드레스 그리곤 너의 턱시도 자연스레 Dan da dan dan 그 순간 꼭 깨어나 호시탐탐 날 노린 마녀 같은 알람이 나 정말 어이없어 꿈이라니요 Baby what what what 신기하지 매일 좋아지는 이 기분 Oh oh oh oh oh oh oh oh 네가 들어온 뒤로 세상은 La la la la la la la la 두근두근 땡 하고 열두 시가 돼도 난 곁에 네 곁에 Happily ever after 훔쳐볼게 네 입술 너보다 빠르게 또 빙그레 Happily ever after 왕자가 아니라도 좋아 Just be mine La la la la la 내가 대신 완성해줄 거야 Okay Happily ever happily ever 해피엔딩만 남긴 둘 네 품속이 나의 Honeymoon 숨이 막혀 어지러워져 아주 조금 아주 조금 조금 조금 조금 이러다가 터지는 거 아냐 La la la la la La la la la la 두근두근 펑 하고 모두 사라져도 넌 곁에 내 곁에 Happily ever after 내가 아는 어느 남자보다 용감해 또 발그레 Happily ever after 내 맘을 너 아니면 누가 또 열까 La la la la la 하나뿐인 열쇠는 네 거야 Okay Happily ever happily ever Hap hap hap hap hap hap Tell me what you're saying Hap hap hap hap Happily ever after 옛날에 아주 옛날에 소녀가 살았는데 Hap hap hap hap Happily ever after,
레드벨벳,Rookie - The 4th Mini Album,Talk To Me,2017.02.01.,이스란,Na na na Talk-talk to me Talk-talk-talk to me Na na na Talk-talk to me Talk-talk-talk to me 숨결마다 포근한 향기 새로운 세상 믿기지 않아 나를 감싼 핑크빛 온기 놀라운 환상 눈 뗄 수 없는 난 Ooh boy ooh boy 이 순간들이 Ooh boy ooh boy 꿈이 아니길 왜 넌 살며시 웃기만 하니 Ooh 난 더 알고 싶어 기다린 기다린 기다린 기다린 속삭임 Baby 눈부시게 다가와 Talk to me Talk to me 한 줄기 햇살처럼 사뿐히 사뿐히 Na na na 네 두 눈에 담긴 알고 싶은 비밀 다 따스하게 다가와 Talk to me Talk to me 둘만의 꿈결처럼 달콤히 달콤히 Na na na 네 품 안에 숨긴 사랑이란 얘기 다 Talk to me Talk to me yeah Talk-talk to me Talk-talk-talk to me Talk to me Boy 모든 걸 다 말해줘 Na na na Oh 나 조심스레 두 발을 뗀 여긴 어딘지 어린아이처럼 호기심 가득한 채 너를 바라보고만 있지 낯선 감정 속에 헤매지 않게 천천히 하나 둘씩 내게 알려주겠니 내 심장을 두드린 여린 빛 하나까지 놓치기 싫은 걸 기다린 기다린 기다린 기다린 설레임 Come on baby now 눈부시게 다가와 Talk to me Talk to me 한 줄기 햇살처럼 사뿐히 사뿐히 Na na na 네 두 눈에 담긴 알고 싶은 비밀 다 따스하게 다가와 Talk to me Talk to me 둘만의 꿈결처럼 달콤히 달콤히 Na na na 네 품 안에 숨긴 사랑이란 얘기 다 Talk to me Talk to me yeah Talk-talk to me Talk-talk-talk to me Talk to me Boy 모든 걸 다 말해줘 Na na na Na na na Talk-talk to me Talk-talk-talk to me Na na na Talk-talk to me Talk-talk-talk to me Boy you know that I'm here for you 내 두 눈을 봐 오직 너로만 가득 빛나고 있어 어서 내게 다가와 Talk to me Talk to me 날 깨운 그 날처럼 가까이 가까이 Na na na 네 두 눈에 담긴 알고 싶은 비밀 다 부드럽게 다가와 Talk to me Talk to me 투명한 이슬처럼 촉촉히 촉촉히 Na na na 네 품 안에 숨긴 사랑이란 얘기 다 Talk to me Talk to me yeah Talk-talk to me Talk-talk-talk to me Talk to me Boy 모든 걸 다 말해줘 Na na na Na na na Talk-talk to me Talk-talk-talk to me Na na na Talk-talk to me Talk-talk-talk to me,
레드벨벳,Rookie - The 4th Mini Album,Body Talk,2017.02.01.,"조윤경,Misfit",넌 끄덕이고 있어도 끄덕이지 않아 네 두 눈이 말을 해 듣고 있지 않다고 아니라고 먼 테이블 끝에 기댄 폼이 또 깨무는 입술이 말끝에 고인 한숨이 날 향해 외친다고 네 맘은 여기 없다고 왜 내겐 다 들리는지 들리는지 하나씩 전부 모르고 싶은 그 이야기 All your body talk your body 왜 내게 다 들키는지 들키는지 하나씩 전부 너 무슨 말을 하는 거니 All your body talk your body 적당한 때를 찾는 듯 초조한 네 손가락 그 손끝이 말을 해 오늘이 끝이라고 그렇게 꼭 잊혀질 얘기들로 침묵들을 메우고 네가 준비해온 이별의 말 그 사이로 난 도망치기 바쁘고 왜 내겐 다 들리는지 들리는지 하나씩 전부 모르고 싶은 그 이야기 All your body talk your body 왜 내게 다 들키는지 들키는지 하나씩 전부 너 무슨 말을 하는 거니 All your body talk your body talk your body talk 난 눈물이 톡 눈물이 톡 눈물이 톡 애타는 내 맘이 상상하는 건 아닌지 실낱 같은 기대로 웃는 나는 지금도 Still in love 왜 내겐 다 들리는지 들리는지 하나씩 전부 모르고 싶은 그 이야기 All your body talk your body 왜 내게 다 들키는지 들키는지 더 듣기 싫어 꼭 그래야만 하는 거니 All your body talk your body talk your body talk 난 눈물이 톡 난 눈물이 톡 난 눈물이 톡 All your body talk your body talk your body talk 난 눈물이 톡 눈물이 톡 눈물이 톡 All your body talk baby,
레드벨벳,Rookie - The 4th Mini Album,마지막 사랑 (Last Love),2017.02.01.,이현규,왜 내게서 멀어졌나요 난 정말 원치 않았던 이별이었어요 긴 하루를 보낼 때마다 나도 모르게 눈물이 흐르곤 했었죠 그대는 내가 그립지 않나요 벌써 모든 것을 잊으셨나요 우리 헤어져야 하는 이유를 아직도 인정할 수가 없어요 쉽게 끝낼 수가 없어요 나는 처음부터 다시 시작하고 싶어요 어딜 가도 그대 생각 때문에 난 너무나 힘이 들어요 그대 역시 마찬가지잖아요 나는 달라지고 있어요 그대 다시 내게 돌아오기만을 손꼽아 기다려요 나는 그대에게 마지막 사랑이기를 원해요 좋은 추억만 기억해주세요 정녕 이대로 날 버릴 건가요 다시 한번 사랑할 수 있도록 웃으며 반겨줄 수는 없나요 쉽게 끝낼 수가 없어요 나는 처음부터 다시 시작하고 싶어요 어딜 가도 그대 생각 때문에 난 너무나 힘이 들어요 그대 역시 마찬가지잖아요 나는 달라지고 있어요 그대 다시 내게 돌아오기만을 손꼽아 기다려요 나는 그대에게 마지막 사랑이기를 원해요 나는 아무 욕심 없어요 오직 사랑하는 그대 품에 안겨 살 수 있다면 그뿐이에요 세상이 허락하는 날까지 기다릴 거예요 내게 돌아올 그대를 믿어요,
레드벨벳,Would U - SM STATION,Would U,2017.03.31,1월 8일,자꾸 마주치는 네 눈빛에 Baby baby 왠지 어색해 대체 왜 이래 고개를 숙여봐도 너의 발끝에 맘이 설레 또 두근대 두근대 두근대 네 발이 조금씩 내게로 천천히 한 걸음 걸음 가까워지잖아 숨길 수 없어진 내 맘은 커져만 가는데 Come on come on come on 살며시 고개 들어 너를 보면 두 볼에 살짝 입 맞춰줘 Would you Would you Would you ＂Oh yes I do＂ 혼자서 아주 오래 바라왔던 동화 같은 그런 순간이 (Would you Would you) 오늘은 꼭 생기길 기도해 볼래 한 발 두 발 뛰는 내 맘 발끝이 닿을 것 같아 나 어떡해야 해 머릿속이 새하얗게 돼 괜시리 장난스레 한 발 물러서 멈춰 서면 넌 다가와 다가와 다가와 점점 더 커지는 심장의 발걸음 어쩌면 네게 들릴 것만 같아 한 발 더 가까이 너에게 먼저 다가갈까? Come on come on come on 살며시 고개 들어 너를 보면 두 볼에 살짝 입 맞춰줘 Would you Would you Would you ＂Oh yes I do＂ 혼자서 아주 오래 바라왔던 동화 같은 그런 순간이 (Would you Would you) 오늘은 꼭 생기길 기도해 볼래 Would you Would you boy Would you Would you boy Would you be mine Would you Would you boy 망설이지 말아줘 Oh my love 갑자기 고개 숙여 나를 향해 두 볼에 살짝 입 맞춘 너 놀라서 고개 들어 너를 보면 아무 말 없이 안아줄래 Would you Would you Would you ＂Oh yes I do＂ (네 품에 포근하게) 어쩐지 맘이 자꾸 간지러워 한 쪽 발이 하늘로 날아 (Would you Would you) 내 마음도 따라서 오를 것 같아 수줍게 간직했던 내 가슴 속 비밀 오늘은 이뤄지길 기도해 볼래,
레드벨벳,The Red Summer - Summer Mini Album,빨간 맛 (Red Flavor),2017.07.09.,Kenzie,빨간 맛 궁금해 Honey 깨물면 점점 녹아든 스트로베리 그 맛 코너 캔디 샵 찾아 봐 Baby 내가 제일 좋아하는 건 여름 그 맛 야자나무 그늘 아래 졸고 싶고 뜨거운 여름밤의 바람은 불고 너무 쉽게 사랑 빠져 버릴 나인틴 우린 제법 어울리고 또 멋져 좋아 첫눈에 반해 버린 네가 자꾸만 생각나 내 방식대로 갈래 빨간 맛 궁금해 Honey 깨물면 점점 녹아든 스트로베리 그 맛 코너 캔디 샵 찾아 봐 Baby 내가 제일 좋아하는 건 여름 그 맛 일곱 개의 무지갯빛 문을 열어 너의 세상은 짜릿해 멋있어 태양보다 빨간 네 사랑의 색깔 내가 가질래 내 멋대로 할래 날 봐 넌 뭘 생각하는데 오늘 뭘 할 수 있을까 내 맘대로 상상해 빨간 맛 궁금해 Honey 깨물면 점점 녹아든 스트로베리 그 맛 코너 캔디 샵 찾아 봐 Baby 내가 제일 좋아하는 건 여름 그 맛 복숭아 주스 스윗 앤 사워 믹스 Mood 네게 주고픈 칵테일을 Brew RED 귓속이 쨍 코가 맹 상상 그 이상 기분 Up and bang RED Bet you wanna Bet you wanna dance like this 외쳐보자 좋아해요 솔직히 긴장해 땀이 뚝뚝 귀엽지 사랑에 빠져 그을려 우린 RED RED Ah 말 안 해도 알아주면 안 돼 내 맘은 더 커져 가는데 다 흘려버린 아이스크림같이 이러다 녹을지 몰라 그러니 말해 그래 그래 말해 그러니 말해 그래 그래 말해 너의 색깔로 날 물들여줘 더 진하게 강렬하게 빨간 맛 궁금해 Honey 깨물면 점점 녹아든 스트로베리 그 맛 코너 캔디 샵 찾아 봐 Baby 내가 제일 좋아하는 건 여름 그 맛 내가 제일 좋아하는 건 여름의 너,
레드벨벳,The Red Summer - Summer Mini Album,You Better Know,2017.07.09.,"제이큐 (JQ),이스란,최지혜",어두운 밤이 지나 빛을 품은 새벽이 잠을 깨우고 세상은 분주하게 너를 맞을 준비해 눈부시도록 커다란 벽 앞에 홀로 멈춰 선 채 상처로 닫혀버린 네 눈빛 처음의 설레임 빛나던 이끌림 지금은 어디쯤에 있는지 네 심장을 뛰게 했던 소중한 꿈이 널 부를 때 포근하게 널 감싸줄 나의 이 노랠 들어줄래 * You better know 눈부신 빛을 따라 하루를 그려 You better know 이런 널 기다려온 세상이 있어 ** So are you ready or not? 이 순간을 놓치지 마 시간이 흘러가잖아 Tick tock tick tock You better know 언제나 너의 곁에 내가 있을게 서투른 아이처럼 헤매는 건 당연해 이 낯선 길에 느리게 피어난 저 들꽃처럼 천천히 쉬어가도 돼 지쳐있던 너의 맘을 달래줄 바람 필요할 때 향기롭게 불어오는 나의 이 노랠 들어줄래You better know 눈부신 빛을 따라 하루를 그려 You better know 이런 널 기다려온 세상이 있어 ** So are you ready or not? 이 순간을 놓치지 마 시간이 흘러가잖아 Tick tock tick tock You better know 언제나 너의 곁에 내가 있을게 You better know X2 So are you ready or not? 기다려온 시간들이 너에게 다가오잖아 Tick tock tick tock So are you ready or not? 제자리에 머물지 마 더 큰 꿈들을 그려봐 Tick tock tick tock You better know 눈부신 빛을 따라 하루를 그려 You better know 이런 널 기다려온 세상이 있어 ** So are you ready or not? 이 순간을 놓치지 마 시간이 흘러가잖아 Tick tock tick tock You better know 언제나 너의 곁에 내가 있을게 You better know X3 You better,
레드벨벳,The Red Summer - Summer Mini Album,Zoo,2017.07.09.,이스란,Ooh Ho- Ooh Ho- 눈을 떴는데 온통 이상해 대체 무슨 일이야 하늘을 날다 툭 떨어졌나 낯선 소리도 푸른 밀림도 대체 여긴 어디야 꿈인 듯한 정글에 두 발 딛고 서 있어 상상했던 사랑에 빠진 그 순간 기적처럼 딴 세상에 날 데려와 신비하고도 아름다워 눈 뗄 수가 없어 이 모든 걸 모든 걸 Love is lookin’ like a zoo Yeah it’s lookin’ like a zoo 마치 환상적인 zoo Yeah it’s lookin’ like a zoo zoo zoo zoo Ah- Uh come on uh come on let’s do it 신기해 Uh 모든 게 Oh 눈앞에 펼쳐질 땐 호기심에 신이 나서 귀엽게 춤추곤 해 화들짝 놀라 나무에 올라 숨기도 하지 몰래몰래 어느새 흠뻑 이곳에 빠져 심장이 Bum bum bitty bum bum 손을 뻗으면 온 세상이 내 것 같아 발을 담그면 물이 올라 차 맘이 올라 차 숨을 내쉬면 풀 향기가 스며와 그림 같은 정글에 아이처럼 행복해 상상했던 사랑에 빠진 그 순간 기적처럼 딴 세상에 날 데려와 신비하고도 아름다워 눈 뗄 수가 없어 이 모든 걸 모든 걸 Love is lookin’ like a zoo Yeah it’s lookin’ like a zoo 마치 환상적인 zoo Yeah it’s lookin’ like a zoo zoo zoo zoo 처음 만난 낯선 세상에 시간 가는 줄도 모른 채 난 점점 깊숙이 빠져들어 Baby baby baby 더 궁금해져 I want it you know it 이게 다 뭔지 I feel it you got it 설레는 비밀 A bam bada boom bam bada boom hey 혹 꿈이라면 깨지 않길 바래 I want you baby baby Ooh-la-la Ooh-la-la-la-la-la 어서 Baby baby Ooh-la-la Ooh-la-la-la-la-la 네 모든 걸 타잔 같던 네 손을 잡은 그 순간 영화처럼 날 안고 숲을 날아가 신비하고도 아름다워 눈 뗄 수가 없어 이 모든 걸 모든 걸 Love is lookin’ like a zoo Yeah it’s lookin’ like a zoo 마치 환상적인 zoo Yeah it’s lookin’ like a zoo zoo zoo zoo,
레드벨벳,The Red Summer - Summer Mini Album,여름빛 (Mojito),2017.07.09.,"현지원 (makeumine works),제이큐 (JQ)",시원하게 불어오는 바람 속에 Sunny day 눈이 부신 세상으로 떠나볼래 Run away 두근대는 맘을 따라 펼친 비밀 지도에 표시해놓은 해변 위에 너와 함께 누울래 여름 속으로 둘이서만 살며시 너는 속삭여 Oh oh * 간지러운 너의 목소린 초록빛 두 발 아래 스친 모래는 레몬빛 아름다운 너의 눈 속엔 가득히 Oh oh 온통 여름빛 저 하늘 별은 비처럼 투명빛 부서지는 파도 소리는 푸른빛 너를 따라 맘이 발맞춰 나란히 Oh oh 우린 여름빛 ** Oh oh oh oh oh- 너는 나의 모히또 지친 하루 속에 만난 너는 나의 Holiday 네가 금요일이라면 필요 없어 Saturday 너는 나의 Weekend 너와 함께 멀리 떠날래 저 바다로 네게로 나는 빠질래 눈을 감고서 잘 들어봐 여름이 오는 소리를 Oh oh 간지러운 너의 목소린 초록빛 두 발 아래 스친 모래는 레몬빛 아름다운 너의 눈 속엔 가득히 Oh oh 온통 여름빛 저 하늘 별이 비처럼 쏟아져 부서지는 파도 소리에 이끌려 너를 따라 맘이 발맞춰 흔들려 Oh oh 우린 여름빛 ** REPEAT 여름빛이 담긴 넌 달콤한 Drink 모히또! Oh oh oh oh oh- 너는 나의 모히또 간지러운 너의 목소린 초록빛 두 발 아래 스친 모래는 레몬빛 아름다운 너의 눈 속엔 가득히 Oh oh 온통 여름빛 기다려왔던 찬란한 계절에 가장 많은 색이 피어난 세상에 마주보는 너의 눈빛에 행복해 Oh oh 너는 여름빛 Oh oh oh oh oh- 온통 여름빛 Oh oh oh oh oh- 우린 여름빛 Oh oh oh oh oh- 너는 나의 모히또,
레드벨벳,The Red Summer - Summer Mini Album,바다가 들려 (Hear The Sea),2017.07.09.,황현 (MonoTree),"바다가 들려 오늘따라 내 귓가에 가까이 종일 뜨겁던 빛이 어느새 붉게 물든 지금 구름은 더 높아지고 적당히 습한 공기에 길어진 그림자 같은 기억 하나 바다가 들린다 * 파도 소리와 너의 목소리 별보다 더욱 반짝이던 깊고 까만 너의 두 눈 한낮의 해를 닮은 너의 마음 전부 다 이 계절이 품은 이야기 지금 어딘가에 너도 나처럼 느끼고 있을까 다시 하늘 한쪽 색이 변하던 그 새벽까지 나누던 너와 나의 소소한 얘기 여름이 들린다 파도 소리와 너의 목소리 별보다 더욱 반짝이던 깊고 까만 너의 두 눈 한낮의 해를 닮은 너의 마음 전부 다 이 계절이 품은 이야기 여름밤 꿈속이 이렇게 길고 깊은 줄 몰랐어 오늘 날씨는 자꾸 너를 불러내요 보고 싶게 만들어 바다가 들려 니가 느껴져 그날의 향기와 촉감, 나의 기분까지 다 한낮의 해를 닮은 너의 마음 전부 다 이 계절이 품은 이야기",
